"Domaine de formation","Canton de l'entreprise formatrice","Type de formation","Mode d'enseignement","Sexe","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Techniques audiovisuelles et production multimédia","Jura","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Techniques audiovisuelles et production multimédia","Jura","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Suisse","CFC","Plein temps en école","Sexe - total",191,216,215,206,211,202,206,201,208,209
"Stylisme, décoration et design industriel","Suisse","CFC","Dual","Sexe - total",1176,1119,1076,1041,974,953,894,856,848,828
"Stylisme, décoration et design industriel","Suisse","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Suisse","AFP","Dual","Sexe - total",4,3,2,3,1,3,2,2,1,3
"Stylisme, décoration et design industriel","Zürich","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Zürich","CFC","Dual","Sexe - total",238,227,224,210,200,200,177,168,168,160
"Stylisme, décoration et design industriel","Zürich","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Zürich","AFP","Dual","Sexe - total",0,2,2,1,1,1,1,1,1,2
"Stylisme, décoration et design industriel","Bern / Berne","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Bern / Berne","CFC","Dual","Sexe - total",159,150,142,134,121,122,112,110,108,102
"Stylisme, décoration et design industriel","Bern / Berne","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Bern / Berne","AFP","Dual","Sexe - total",3,1,0,0,0,1,0,0,0,0
"Stylisme, décoration et design industriel","Luzern","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Luzern","CFC","Dual","Sexe - total",64,68,65,69,71,69,57,53,61,58
"Stylisme, décoration et design industriel","Luzern","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Luzern","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Uri","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Uri","CFC","Dual","Sexe - total",5,7,4,5,5,5,6,5,5,6
"Stylisme, décoration et design industriel","Uri","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Uri","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Schwyz","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Schwyz","CFC","Dual","Sexe - total",23,21,15,15,18,20,18,15,13,18
"Stylisme, décoration et design industriel","Schwyz","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Schwyz","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Obwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Obwalden","CFC","Dual","Sexe - total",4,5,4,5,5,6,7,5,4,6
"Stylisme, décoration et design industriel","Obwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Obwalden","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Nidwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Nidwalden","CFC","Dual","Sexe - total",15,13,14,15,10,13,10,10,12,12
"Stylisme, décoration et design industriel","Nidwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Nidwalden","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Glarus","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Glarus","CFC","Dual","Sexe - total",3,2,2,2,2,2,3,2,1,3
"Stylisme, décoration et design industriel","Glarus","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Glarus","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Zug","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Zug","CFC","Dual","Sexe - total",26,23,26,24,21,14,20,17,20,19
"Stylisme, décoration et design industriel","Zug","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Zug","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Fribourg / Freiburg","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Fribourg / Freiburg","CFC","Dual","Sexe - total",37,34,40,38,35,34,30,28,29,25
"Stylisme, décoration et design industriel","Fribourg / Freiburg","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Fribourg / Freiburg","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Solothurn","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Solothurn","CFC","Dual","Sexe - total",19,16,17,21,19,21,21,15,19,18
"Stylisme, décoration et design industriel","Solothurn","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Solothurn","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Basel-Stadt","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Basel-Stadt","CFC","Dual","Sexe - total",33,28,27,26,22,20,20,18,15,16
"Stylisme, décoration et design industriel","Basel-Stadt","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Basel-Stadt","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Basel-Landschaft","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Basel-Landschaft","CFC","Dual","Sexe - total",23,22,18,19,17,17,14,17,16,18
"Stylisme, décoration et design industriel","Basel-Landschaft","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Basel-Landschaft","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,1,0,0
"Stylisme, décoration et design industriel","Schaffhausen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Schaffhausen","CFC","Dual","Sexe - total",4,5,6,7,7,5,4,3,4,6
"Stylisme, décoration et design industriel","Schaffhausen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Schaffhausen","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Appenzell Ausserrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Appenzell Ausserrhoden","CFC","Dual","Sexe - total",1,2,4,5,6,5,4,4,6,5
"Stylisme, décoration et design industriel","Appenzell Ausserrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Appenzell Ausserrhoden","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Appenzell Innerrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Appenzell Innerrhoden","CFC","Dual","Sexe - total",3,4,4,6,5,4,4,4,5,6
"Stylisme, décoration et design industriel","Appenzell Innerrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Appenzell Innerrhoden","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","St. Gallen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","St. Gallen","CFC","Dual","Sexe - total",100,100,90,89,83,77,78,79,78,74
"Stylisme, décoration et design industriel","St. Gallen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","St. Gallen","AFP","Dual","Sexe - total",0,0,0,1,0,1,1,0,0,1
"Stylisme, décoration et design industriel","Graubünden / Grigioni / Grischun","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Graubünden / Grigioni / Grischun","CFC","Dual","Sexe - total",33,35,41,40,38,36,33,37,34,34
"Stylisme, décoration et design industriel","Graubünden / Grigioni / Grischun","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Graubünden / Grigioni / Grischun","AFP","Dual","Sexe - total",1,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Aargau","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Aargau","CFC","Dual","Sexe - total",110,112,98,92,88,88,91,91,82,85
"Stylisme, décoration et design industriel","Aargau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Aargau","AFP","Dual","Sexe - total",0,0,0,1,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Thurgau","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Thurgau","CFC","Dual","Sexe - total",28,26,26,21,17,17,18,17,14,16
"Stylisme, décoration et design industriel","Thurgau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Thurgau","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Ticino","CFC","Plein temps en école","Sexe - total",75,75,73,70,67,69,72,69,65,66
"Stylisme, décoration et design industriel","Ticino","CFC","Dual","Sexe - total",35,25,25,23,20,21,21,23,20,15
"Stylisme, décoration et design industriel","Ticino","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Ticino","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Vaud","CFC","Plein temps en école","Sexe - total",75,86,92,85,90,80,84,84,89,84
"Stylisme, décoration et design industriel","Vaud","CFC","Dual","Sexe - total",80,72,70,67,65,56,54,52,50,50
"Stylisme, décoration et design industriel","Vaud","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Vaud","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Valais / Wallis","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Valais / Wallis","CFC","Dual","Sexe - total",42,38,40,36,33,36,32,32,33,31
"Stylisme, décoration et design industriel","Valais / Wallis","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Valais / Wallis","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Neuchâtel","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Neuchâtel","CFC","Dual","Sexe - total",24,19,17,15,14,13,14,12,11,10
"Stylisme, décoration et design industriel","Neuchâtel","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Neuchâtel","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Genève","CFC","Plein temps en école","Sexe - total",41,55,50,51,54,53,50,48,54,59
"Stylisme, décoration et design industriel","Genève","CFC","Dual","Sexe - total",63,62,55,54,49,46,39,35,35,32
"Stylisme, décoration et design industriel","Genève","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Genève","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Jura","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Jura","CFC","Dual","Sexe - total",4,3,2,3,3,6,7,4,5,3
"Stylisme, décoration et design industriel","Jura","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Stylisme, décoration et design industriel","Jura","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Suisse","CFC","Plein temps en école","Sexe - total",326,328,328,316,318,329,331,323,323,338
"Artisanat","Suisse","CFC","Dual","Sexe - total",959,904,819,763,715,687,676,657,663,658
"Artisanat","Suisse","AFP","Plein temps en école","Sexe - total",0,0,0,3,0,0,1,1,0,1
"Artisanat","Suisse","AFP","Dual","Sexe - total",19,21,23,21,28,31,27,22,24,34
"Artisanat","Zürich","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Zürich","CFC","Dual","Sexe - total",182,176,152,140,140,135,144,141,145,134
"Artisanat","Zürich","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Zürich","AFP","Dual","Sexe - total",5,6,8,6,8,12,7,7,6,9
"Artisanat","Bern / Berne","CFC","Plein temps en école","Sexe - total",99,94,91,88,90,95,95,97,99,101
"Artisanat","Bern / Berne","CFC","Dual","Sexe - total",181,164,145,142,134,131,120,115,102,103
"Artisanat","Bern / Berne","AFP","Plein temps en école","Sexe - total",0,0,0,3,0,0,1,1,0,1
"Artisanat","Bern / Berne","AFP","Dual","Sexe - total",2,1,2,2,5,7,2,5,6,6
"Artisanat","Luzern","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Luzern","CFC","Dual","Sexe - total",69,67,59,59,50,51,49,50,55,55
"Artisanat","Luzern","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Luzern","AFP","Dual","Sexe - total",0,1,2,1,1,1,0,0,0,1
"Artisanat","Uri","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Uri","CFC","Dual","Sexe - total",3,2,3,3,3,1,2,2,2,0
"Artisanat","Uri","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Uri","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Schwyz","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Schwyz","CFC","Dual","Sexe - total",14,13,13,8,7,8,9,7,6,4
"Artisanat","Schwyz","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Schwyz","AFP","Dual","Sexe - total",0,0,0,1,1,0,0,0,0,0
"Artisanat","Obwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Obwalden","CFC","Dual","Sexe - total",5,4,4,4,3,2,1,1,1,1
"Artisanat","Obwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Obwalden","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Nidwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Nidwalden","CFC","Dual","Sexe - total",4,4,4,4,4,4,3,3,3,3
"Artisanat","Nidwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Nidwalden","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Glarus","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Glarus","CFC","Dual","Sexe - total",9,6,6,8,7,8,6,7,4,6
"Artisanat","Glarus","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Glarus","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Zug","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Zug","CFC","Dual","Sexe - total",9,11,9,11,9,10,8,10,9,14
"Artisanat","Zug","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Zug","AFP","Dual","Sexe - total",2,0,0,0,0,0,0,0,0,0
"Artisanat","Fribourg / Freiburg","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Fribourg / Freiburg","CFC","Dual","Sexe - total",36,35,28,27,23,23,21,19,22,26
"Artisanat","Fribourg / Freiburg","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Fribourg / Freiburg","AFP","Dual","Sexe - total",0,0,1,2,1,0,0,0,0,0
"Artisanat","Solothurn","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Solothurn","CFC","Dual","Sexe - total",29,23,28,21,15,16,15,18,18,15
"Artisanat","Solothurn","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Solothurn","AFP","Dual","Sexe - total",1,1,0,2,2,1,1,0,0,0
"Artisanat","Basel-Stadt","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Basel-Stadt","CFC","Dual","Sexe - total",32,32,26,21,18,20,19,18,15,19
"Artisanat","Basel-Stadt","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Basel-Stadt","AFP","Dual","Sexe - total",0,1,0,0,0,0,0,0,0,0
"Artisanat","Basel-Landschaft","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Basel-Landschaft","CFC","Dual","Sexe - total",16,21,16,13,14,13,12,10,11,12
"Artisanat","Basel-Landschaft","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Basel-Landschaft","AFP","Dual","Sexe - total",0,0,0,0,0,0,1,0,0,0
"Artisanat","Schaffhausen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Schaffhausen","CFC","Dual","Sexe - total",15,12,15,12,14,12,12,13,6,6
"Artisanat","Schaffhausen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Artisanat","Schaffhausen","AFP","Dual","Sexe - total",0,0,0,0,1,3,2,2,2,1
